uniqueID,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,Feedback,Block
i394-p319,8,1.0,8,15,0.75,1,2,3,False,0,False,1
i395-p320,31,0.9,-11,98,0.2,20,1,6,True,0,True,2
i396-p321,11,1.0,11,62,0.25,2,1,6,False,0,True,5
i397-p322,30,1.0,30,71,0.4,-12,0,1,False,0,False,1
i398-p322,30,1.0,30,71,0.4,-12,0,1,False,0,True,3
i399-p323,7,1.0,7,16,0.2,7,3,3,False,0,False,1
i400-p324,103,0.25,-17,13,1.0,13,2,2,True,0,True,3
i401-p325,5,1.0,5,19,0.4,-10,1,4,False,0,True,4
i402-p326,25,0.95,-14,21,0.95,12,0,1,False,0,True,3
i403-p327,15,0.25,8,30,0.75,-25,3,3,False,0,True,4
i404-p328,21,0.25,8,12,0.99,-4,0,1,True,0,True,3
i405-p329,38,0.2,23,52,0.2,33,1,6,False,0,False,1
i406-p330,99,0.1,9,28,0.8,6,2,4,False,0,False,1
i407-p330,99,0.1,9,28,0.8,6,2,4,False,0,True,5
i408-p331,43,0.4,-39,82,0.25,-33,0,1,False,0,True,3
i409-p332,4,1.0,4,16,0.6,7,0,1,False,0,False,1
i410-p333,-6,1.0,-6,55,0.4,-32,2,6,False,0,True,4
i411-p334,27,1.0,27,70,0.6,-18,1,8,False,0,True,3
i412-p335,-7,1.0,-7,19,0.05,-5,0,1,True,0,False,1
i413-p335,-7,1.0,-7,19,0.05,-5,0,1,True,0,True,4
i414-p336,36,0.4,-34,41,0.25,-20,3,6,False,0,True,4
i415-p337,29,1.0,29,61,0.05,27,0,1,False,0,True,4
i416-p338,13,0.5,-29,1,0.25,-11,0,1,True,0,True,4
i417-p339,20,1.0,20,29,0.4,10,1,2,True,0,True,4
i418-p340,15,0.6,-22,79,0.25,-14,0,1,True,-1,True,2
i419-p341,6,0.8,-29,1,0.2,-6,1,6,False,0,True,3
i420-p342,25,0.95,24,30,0.25,16,2,4,False,0,True,4
i421-p343,13,1.0,13,13,1.0,13,1,4,False,0,True,2
i422-p344,80,0.25,-13,19,0.2,9,0,1,False,1,False,1
i423-p345,30,1.0,30,61,0.6,3,1,2,False,0,True,5
i424-p346,25,0.8,-10,72,0.1,8,0,1,True,1,True,3
i425-p347,15,1.0,15,27,0.6,-1,1,2,False,0,False,1
i426-p348,39,0.4,-38,11,0.4,-31,0,1,False,0,True,4
i427-p349,-6,1.0,-6,0,0.05,-7,0,1,True,0,False,1
i428-p349,-6,1.0,-6,0,0.05,-7,0,1,True,0,True,2
i429-p350,34,0.01,-1,10,0.75,-31,0,1,False,-1,False,1
i430-p350,34,0.01,-1,10,0.75,-31,0,1,False,-1,True,3
i431-p351,32,0.05,5,45,0.5,-16,0,1,False,0,True,2
i432-p352,13,1.0,13,43,0.1,13,1,6,False,0,True,4
i433-p353,8,0.4,6,7,1.0,7,1,8,False,0,True,4
i434-p354,9,0.6,2,22,0.25,1,0,1,True,0,False,1
i435-p355,-1,1.0,-1,54,0.4,-38,0,1,False,0,True,5
i436-p356,34,0.6,-23,22,0.25,-1,0,1,False,0,False,1
i437-p357,-3,1.0,-3,19,0.2,-10,0,1,False,0,True,2
i438-p358,1,1.0,1,59,0.4,-19,0,1,True,0,True,4
i439-p359,27,0.5,-43,95,0.2,-30,2,5,False,1,True,2
i440-p360,14,1.0,14,114,0.01,12,0,1,False,0,True,3
i441-p361,-10,1.0,-10,75,0.2,-28,0,1,True,0,True,5
i442-p362,101,0.01,1,24,0.2,-2,1,4,False,0,False,1
i443-p362,101,0.01,1,24,0.2,-2,1,4,False,0,True,3
i444-p363,-4,1.0,-4,14,0.75,-42,2,2,False,0,False,1
i445-p363,-4,1.0,-4,14,0.75,-42,2,2,False,0,True,4
i446-p364,16,1.0,16,35,0.25,5,0,1,True,0,True,5
i447-p365,-4,1.0,-4,67,0.01,-6,0,1,False,0,False,1
i448-p365,-4,1.0,-4,67,0.01,-6,0,1,False,0,True,4
i449-p366,19,0.95,18,37,0.1,17,1,8,False,0,True,4
i450-p367,39,0.2,21,31,0.99,-20,0,1,True,1,True,4
i451-p368,-5,0.99,-19,25,0.4,-26,1,4,False,0,True,5
i452-p369,-4,1.0,-4,38,0.01,-1,0,1,False,0,True,3
i453-p370,87,0.25,-8,43,0.5,-2,1,2,False,1,True,3
i454-p371,5,0.6,-8,40,0.25,-10,3,4,False,0,True,3
i455-p372,7,1.0,7,31,0.2,4,2,3,False,0,True,2
i456-p373,27,0.8,21,67,0.2,27,0,1,False,0,True,3
i457-p374,-8,1.0,-8,41,0.1,-15,0,1,False,0,True,2
i458-p375,0,0.99,-27,22,0.4,-21,0,1,False,0,True,4
i459-p376,14,1.0,14,24,0.5,-3,2,4,False,0,True,3
i460-p377,4,1.0,4,94,0.2,-13,1,6,False,0,True,3
i461-p378,1,1.0,1,21,0.25,-3,0,1,True,0,True,4
i462-p379,2,1.0,2,7,0.75,3,1,4,False,0,False,1
i463-p379,2,1.0,2,7,0.75,3,1,4,False,0,True,3
i464-p380,-2,1.0,-2,44,0.1,-11,1,8,False,0,True,2
i465-p381,30,0.95,7,36,0.1,31,0,1,False,0,True,3
i466-p382,7,1.0,7,8,0.99,-26,1,6,False,0,False,1
i467-p382,7,1.0,7,8,0.99,-26,1,6,False,0,True,3
i468-p383,69,0.2,3,24,0.99,-13,1,4,True,0,True,2
i469-p384,4,1.0,4,24,0.6,-31,0,1,False,0,False,1
i470-p385,22,1.0,22,47,0.75,-39,0,1,False,0,True,5
i471-p386,1,1.0,1,15,0.75,-44,0,1,False,0,False,1
i472-p386,1,1.0,1,15,0.75,-44,0,1,False,0,True,2
i473-p387,-5,1.0,-5,23,0.5,-39,1,4,False,0,True,3
i474-p388,-10,1.0,-10,5,0.6,-29,2,4,True,0,False,1
i475-p388,-10,1.0,-10,5,0.6,-29,2,4,True,0,True,4
i476-p389,6,1.0,6,19,0.9,2,0,1,False,0,False,1
i477-p389,6,1.0,6,19,0.9,2,0,1,False,0,True,4
i478-p390,-8,1.0,-8,-9,0.99,-24,1,8,False,0,False,1
i479-p391,74,0.25,7,32,0.75,-10,0,1,False,0,True,5
i480-p392,28,0.99,-4,87,0.5,-36,0,1,True,1,False,1
i481-p393,0,1.0,0,40,0.05,-3,0,1,False,0,True,4
i482-p394,93,0.1,-3,37,0.6,-44,0,1,False,0,False,1
i483-p394,93,0.1,-3,37,0.6,-44,0,1,False,0,True,4
i484-p395,36,0.75,-7,33,0.4,21,0,1,False,0,True,5
i485-p396,13,1.0,13,16,0.99,1,0,1,False,0,True,3
i486-p397,8,1.0,8,12,0.25,9,1,4,False,0,True,4
i487-p398,-10,1.0,-10,1,0.5,-34,0,1,True,0,True,3
i488-p399,28,1.0,28,57,0.25,15,1,2,False,0,True,2
i489-p400,40,0.01,13,34,0.5,3,0,1,False,0,False,1
i490-p400,40,0.01,13,34,0.5,3,0,1,False,0,True,5
i491-p401,24,1.0,24,32,0.9,-21,0,1,False,0,True,3
i492-p402,-8,1.0,-8,-5,0.8,-9,1,6,False,0,False,1
i493-p402,-8,1.0,-8,-5,0.8,-9,1,6,False,0,True,5
i494-p403,27,1.0,27,27,0.5,23,0,1,False,0,True,4
i495-p404,13,1.0,13,58,0.1,15,1,4,False,0,True,3
i496-p405,25,0.8,-50,23,0.6,3,1,8,False,0,False,1
i497-p406,8,1.0,8,32,0.6,-5,3,5,False,0,False,1
i498-p406,8,1.0,8,32,0.6,-5,3,5,False,0,True,3
i499-p407,-8,1.0,-8,29,0.2,-13,1,8,False,0,True,5
i500-p408,29,0.75,1,22,1.0,22,1,6,False,0,False,1
i501-p408,29,0.75,1,22,1.0,22,1,6,False,0,True,3
i502-p409,-5,1.0,-5,-4,0.75,-15,1,6,True,0,True,5
i503-p410,21,1.0,21,32,0.8,-1,0,1,False,0,False,1
i504-p410,21,1.0,21,32,0.8,-1,0,1,False,0,True,3
i505-p411,25,1.0,25,115,0.1,14,2,5,False,0,False,1
i506-p411,25,1.0,25,115,0.1,14,2,5,False,0,True,3
i507-p412,91,0.25,3,22,0.8,-7,0,1,False,0,True,3
i508-p413,27,1.0,27,29,0.99,11,0,1,False,0,True,5
i509-p414,29,1.0,29,65,0.1,22,1,8,True,0,False,1
i510-p414,29,1.0,29,65,0.1,22,1,8,True,0,True,2
i511-p415,-4,1.0,-4,77,0.2,-33,2,6,True,0,True,3
i512-p416,3,1.0,3,19,0.1,-1,3,6,False,0,False,1
i513-p417,24,1.0,24,50,0.05,26,2,5,False,0,True,5
i514-p418,25,1.0,25,29,0.75,17,1,8,False,0,True,4
i515-p419,29,1.0,29,50,0.6,-1,0,1,False,0,True,4
i516-p420,-8,0.6,-13,-1,0.8,-2,0,1,False,0,True,3
i517-p421,-10,1.0,-10,-10,0.6,-20,3,5,False,0,False,1
i518-p421,-10,1.0,-10,-10,0.6,-20,3,5,False,0,True,5
i519-p422,22,0.1,18,18,1.0,18,1,2,False,0,False,1
i520-p422,22,0.1,18,18,1.0,18,1,2,False,0,True,2
i521-p423,27,0.99,-24,84,0.4,-15,1,4,False,-1,True,4
i522-p424,30,0.5,-28,12,0.9,-43,0,1,False,0,False,1
i523-p425,15,1.0,15,33,0.2,13,2,2,False,0,True,2
i524-p426,14,0.99,13,6,0.25,1,1,6,False,0,False,1
i525-p426,14,0.99,13,6,0.25,1,1,6,False,0,True,3
i526-p427,89,0.2,-15,37,0.01,-2,3,4,False,0,False,1
i527-p428,-1,1.0,-1,2,0.2,-7,0,1,False,0,True,3
i528-p429,-3,1.0,-3,70,0.1,-10,2,3,False,0,False,1
i529-p429,-3,1.0,-3,70,0.1,-10,2,3,False,0,True,3
i530-p430,0,0.99,-28,54,0.05,-1,0,1,False,0,True,3
i531-p431,9,0.99,-17,9,1.0,9,0,1,False,0,False,1
i532-p431,9,0.99,-17,9,1.0,9,0,1,False,0,True,5
i533-p432,-1,1.0,-1,24,0.2,-6,0,1,False,0,False,1
i534-p432,-1,1.0,-1,24,0.2,-6,0,1,False,0,True,5
i535-p433,1,1.0,1,2,0.75,-21,0,1,True,0,False,1
i536-p434,39,0.4,-9,20,0.75,-39,1,6,True,0,False,1
i537-p434,39,0.4,-9,20,0.75,-39,1,6,True,0,True,5
i538-p435,27,1.0,27,27,0.2,16,0,1,False,0,True,4
i539-p436,55,0.5,-9,23,1.0,23,1,8,False,0,True,4
i540-p437,25,1.0,25,31,0.01,28,0,1,True,0,False,1
i541-p437,25,1.0,25,31,0.01,28,0,1,True,0,True,4
i542-p438,39,0.75,-29,37,0.4,22,2,6,False,-1,True,2
i543-p439,12,1.0,12,15,0.6,-8,0,1,False,0,False,1
i544-p439,12,1.0,12,15,0.6,-8,0,1,False,0,True,2
i545-p440,-5,0.8,-9,-6,1.0,-6,0,1,False,0,True,5
i546-p441,10,0.9,-13,19,0.25,16,0,1,True,0,True,2
i547-p442,-5,0.9,-11,18,0.5,-26,0,1,False,1,False,1
i548-p443,51,0.5,-13,33,0.6,-11,2,2,False,1,False,1
i549-p443,51,0.5,-13,33,0.6,-11,2,2,False,1,True,3
i550-p444,26,0.9,-3,26,0.99,0,1,2,False,0,False,1
i551-p444,26,0.9,-3,26,0.99,0,1,2,False,0,True,2
i552-p445,5,1.0,5,1,0.95,-11,0,1,False,0,False,1
i553-p445,5,1.0,5,1,0.95,-11,0,1,False,0,True,3
i554-p446,10,1.0,10,57,0.25,-9,0,1,False,0,True,2
i555-p447,31,0.4,-26,37,0.4,-18,1,4,False,0,True,5
i556-p448,71,0.1,-6,-2,0.95,-3,0,1,True,0,True,4
i557-p449,-2,1.0,-2,87,0.01,-5,0,1,False,0,False,1
i558-p450,19,1.0,19,34,0.6,-26,1,2,False,0,True,4
i559-p451,5,0.95,-4,14,0.05,3,0,1,False,0,True,2
i560-p452,19,0.4,-4,22,0.01,2,3,4,False,0,True,5
i561-p453,-1,0.99,-26,4,0.99,-15,3,4,False,1,True,4
i562-p454,7,1.0,7,6,0.01,-2,2,4,False,0,True,4
i563-p455,28,1.0,28,41,0.1,18,2,5,False,0,False,1
i564-p455,28,1.0,28,41,0.1,18,2,5,False,0,True,2
i565-p456,16,1.0,16,22,0.6,21,2,2,False,0,True,5
i566-p457,12,1.0,12,33,0.05,19,1,2,True,0,True,5
i567-p458,-8,0.75,-16,-18,0.75,-23,1,8,False,0,False,1
i568-p458,-8,0.75,-16,-18,0.75,-23,1,8,False,0,True,5
i569-p459,4,1.0,4,25,0.25,8,3,6,False,0,True,2
i570-p460,27,0.75,-21,42,0.5,-18,0,1,False,0,False,1
i571-p460,27,0.75,-21,42,0.5,-18,0,1,False,0,True,2
i572-p461,26,1.0,26,99,0.05,21,1,2,False,0,True,3
i573-p462,18,1.0,18,29,0.01,17,0,1,False,0,False,1
i574-p462,18,1.0,18,29,0.01,17,0,1,False,0,True,2
i575-p463,8,1.0,8,14,0.01,12,1,2,True,0,True,4
i576-p464,4,1.0,4,25,0.4,-13,0,1,False,0,False,1
i577-p464,4,1.0,4,25,0.4,-13,0,1,False,0,True,4
i578-p465,36,0.05,25,75,0.25,8,1,2,True,0,True,2
i579-p466,34,0.5,-24,49,0.4,-35,0,1,True,0,True,4
i580-p467,19,1.0,19,29,0.4,13,0,1,True,0,False,1
i581-p467,19,1.0,19,29,0.4,13,0,1,True,0,True,4
i582-p468,42,0.8,-28,35,0.25,22,0,1,True,0,True,5
i583-p469,21,1.0,21,45,0.4,-7,0,1,False,0,False,1
i584-p470,2,1.0,2,87,0.05,-15,3,3,False,0,True,2
i585-p471,6,1.0,6,-3,0.5,-5,1,6,True,0,True,4
i586-p472,96,0.25,-44,-11,0.01,-12,0,1,False,0,True,2
i587-p473,12,1.0,12,36,0.4,-14,0,1,True,0,True,4
i588-p474,10,1.0,10,77,0.4,-44,0,1,False,0,False,1
i589-p475,54,0.2,-1,34,0.5,-22,0,1,False,0,True,3
i590-p476,20,1.0,20,81,0.05,25,1,4,False,0,True,5
i591-p477,63,0.1,22,26,1.0,26,1,6,True,0,True,2
i592-p478,8,1.0,8,78,0.2,-7,1,6,False,0,False,1
i593-p478,8,1.0,8,78,0.2,-7,1,6,False,0,True,2
i594-p479,19,1.0,19,21,0.95,7,0,1,False,0,True,2
i595-p480,26,0.95,-17,41,0.75,14,1,6,False,0,True,2
i596-p481,12,1.0,12,16,0.2,3,1,8,True,0,False,1
i597-p482,13,1.0,13,14,0.9,-11,1,8,False,0,True,2
i598-p483,12,1.0,12,76,0.01,13,0,1,True,0,False,1
i599-p483,12,1.0,12,76,0.01,13,0,1,True,0,True,4
i600-p484,-3,1.0,-3,27,0.05,-1,1,8,False,0,False,1
i601-p484,-3,1.0,-3,27,0.05,-1,1,8,False,0,True,2
i602-p485,25,0.9,-11,66,0.25,12,2,3,False,0,False,1
i603-p486,19,0.4,-3,1,0.25,-1,2,6,True,0,True,4
i604-p487,27,0.01,20,20,1.0,20,2,5,False,0,True,4
i605-p488,45,0.01,28,76,0.2,11,0,1,False,-1,True,5
i606-p489,32,0.05,10,19,0.99,-37,0,1,False,-1,True,5
i607-p490,48,0.5,6,100,0.5,-36,1,4,False,0,False,1
i608-p490,48,0.5,6,100,0.5,-36,1,4,False,0,True,3
i609-p491,89,0.2,-35,31,0.4,-38,1,6,True,0,True,3
i610-p492,31,0.6,-12,63,0.01,14,1,2,False,0,True,5
i611-p493,11,1.0,11,55,0.5,-31,1,6,False,0,True,5
i612-p494,10,1.0,10,9,0.75,1,3,2,False,0,True,2
i613-p495,92,0.25,-37,60,0.01,-5,0,1,True,0,True,4
i614-p496,84,0.25,-19,35,0.5,-15,1,2,False,0,True,4
i615-p497,33,0.4,13,20,0.8,13,1,6,False,0,True,5
i616-p498,4,1.0,4,12,0.99,6,1,6,False,0,True,5
i617-p499,12,0.2,3,18,0.75,-30,0,1,False,0,True,2
i618-p500,27,0.2,17,22,0.9,18,0,1,False,0,True,5
i619-p501,44,0.1,18,29,0.75,14,1,2,False,0,True,2
i620-p502,66,0.25,-18,11,0.4,-1,2,7,False,0,True,3
i621-p503,30,1.0,30,32,0.99,10,0,1,False,0,False,1
i622-p503,30,1.0,30,32,0.99,10,0,1,False,0,True,3
i623-p504,64,0.05,19,23,0.4,18,3,2,False,0,False,1
i624-p505,2,1.0,2,8,0.8,-20,1,2,False,0,True,3
i625-p506,13,1.0,13,17,0.8,0,1,8,False,0,True,2
i626-p507,9,1.0,9,10,0.01,3,0,1,False,0,False,1
i627-p508,17,1.0,17,21,0.5,8,1,6,False,0,True,2
i628-p509,14,1.0,14,39,0.4,-8,0,1,False,0,True,4
i629-p510,50,0.75,-35,29,1.0,29,1,6,False,0,True,3
i630-p511,-10,1.0,-10,-14,0.95,-16,0,1,False,0,True,4
i631-p512,12,0.95,-35,25,0.75,-6,0,1,False,0,True,3
i632-p513,21,0.75,16,27,0.2,17,1,4,False,0,True,2
i633-p514,11,1.0,11,27,0.5,0,0,1,True,0,False,1
i634-p514,11,1.0,11,27,0.5,0,0,1,True,0,True,4
i635-p515,30,1.0,30,33,0.99,-11,0,1,True,0,True,4
i636-p516,54,0.1,24,63,0.5,3,0,1,False,0,False,1
i637-p517,22,0.95,5,52,0.01,25,0,1,True,0,True,4
i638-p518,6,1.0,6,56,0.1,-13,3,4,False,0,True,3
i639-p519,4,1.0,4,71,0.25,-19,0,1,False,0,True,2
i640-p520,20,1.0,20,88,0.25,1,0,1,False,0,True,4
i641-p521,55,0.01,22,60,0.4,-5,0,1,True,0,True,2
i642-p522,91,0.1,4,13,0.8,-1,1,4,False,1,False,1
i643-p523,16,0.6,-26,12,0.4,6,0,1,True,0,False,1
i644-p523,16,0.6,-26,12,0.4,6,0,1,True,0,True,5
i645-p524,25,0.8,-40,9,0.9,-11,3,4,False,0,True,5
i646-p525,31,0.95,9,40,0.01,26,1,2,False,0,True,5
i647-p526,0,1.0,0,-5,0.25,-7,3,5,False,0,False,1
i648-p526,0,1.0,0,-5,0.25,-7,3,5,False,0,True,4
i649-p527,11,1.0,11,3,0.95,-5,1,6,False,0,True,2
i650-p528,3,1.0,3,0,0.99,-26,0,1,False,0,False,1
i651-p529,-10,1.0,-10,-3,0.1,-22,0,1,False,0,True,2
i652-p530,25,0.8,-10,18,1.0,18,0,1,False,0,False,1
i653-p530,25,0.8,-10,18,1.0,18,0,1,False,0,True,3
i654-p531,-9,1.0,-9,-7,0.8,-32,1,8,False,0,False,1
i655-p531,-9,1.0,-9,-7,0.8,-32,1,8,False,0,True,4
i656-p532,3,1.0,3,20,0.1,4,3,3,True,0,False,1
i657-p532,3,1.0,3,20,0.1,4,3,3,True,0,True,5
i658-p533,44,0.2,-17,75,0.01,-3,1,6,False,0,False,1
i659-p534,18,1.0,18,33,0.25,22,0,1,False,0,True,3
i660-p535,26,0.75,-6,20,0.8,6,1,8,False,-1,False,1
i661-p536,54,0.4,-14,49,0.1,9,0,1,False,0,True,2
i662-p537,31,0.5,15,60,0.4,-3,0,1,False,0,False,1
i663-p537,31,0.5,15,60,0.4,-3,0,1,False,0,True,3
i664-p538,8,0.1,-1,4,0.4,-10,0,1,False,0,False,1
i665-p538,8,0.1,-1,4,0.4,-10,0,1,False,0,True,4
i666-p539,36,0.5,22,42,0.05,25,2,4,False,0,True,2
i667-p540,75,0.6,-40,31,0.95,5,0,1,False,0,True,5
i668-p541,14,1.0,14,76,0.4,-36,0,1,False,0,True,5
i669-p542,81,0.25,-4,75,0.1,10,1,4,False,0,True,3
i670-p543,15,1.0,15,32,0.5,-3,2,5,False,0,True,3
i671-p544,28,1.0,28,28,1.0,28,1,6,False,0,True,2
i672-p545,32,0.75,17,78,0.05,21,1,8,False,0,True,4
i673-p546,-1,0.6,-24,2,0.05,-9,0,1,False,0,False,1
i674-p546,-1,0.6,-24,2,0.05,-9,0,1,False,0,True,3
i675-p547,58,0.6,-40,36,0.75,-34,0,1,False,0,True,2
i676-p548,5,1.0,5,-10,0.9,-25,0,1,True,0,False,1
i677-p548,5,1.0,5,-10,0.9,-25,0,1,True,0,True,2
i678-p549,19,1.0,19,44,0.8,-36,0,1,False,0,False,1
i679-p549,19,1.0,19,44,0.8,-36,0,1,False,0,True,5
i680-p550,13,1.0,13,25,0.6,6,0,1,False,0,True,5
i681-p551,12,1.0,12,24,0.6,3,0,1,False,0,True,2
i682-p552,-2,1.0,-2,3,0.05,3,0,1,False,0,False,1
i683-p552,-2,1.0,-2,3,0.05,3,0,1,False,0,True,2
i684-p553,27,1.0,27,29,0.8,-8,1,8,False,0,False,1
i685-p553,27,1.0,27,29,0.8,-8,1,8,False,0,True,3
i686-p554,-7,1.0,-7,13,0.5,-42,0,1,True,0,True,4
i687-p555,17,0.99,-1,27,0.6,0,1,2,False,0,False,1
i688-p555,17,0.99,-1,27,0.6,0,1,2,False,0,True,3
i689-p556,29,0.2,19,42,0.05,26,1,8,False,1,True,4
i690-p557,-6,0.1,-10,-12,0.05,-14,0,1,False,0,True,2
i691-p558,36,0.5,6,57,0.25,14,1,4,False,0,True,5
i692-p559,17,1.0,17,21,0.95,2,0,1,False,0,True,5
i693-p560,10,1.0,10,10,1.0,10,3,2,True,0,False,1
i694-p560,10,1.0,10,10,1.0,10,3,2,True,0,True,5
i695-p561,19,0.05,-9,48,0.4,-49,0,1,False,0,False,1
i696-p562,8,1.0,8,110,0.1,1,0,1,False,0,False,1
i697-p562,8,1.0,8,110,0.1,1,0,1,False,0,True,5
i698-p563,3,0.8,-23,-6,0.95,-30,0,1,False,0,True,5
i699-p564,2,1.0,2,57,0.4,-41,2,2,False,0,False,1
i700-p564,2,1.0,2,57,0.4,-41,2,2,False,0,True,2
i701-p565,18,1.0,18,40,0.2,20,3,2,False,0,True,2
i702-p566,25,0.1,-12,56,0.2,-16,1,6,True,0,False,1
i703-p566,25,0.1,-12,56,0.2,-16,1,6,True,0,True,3
i704-p567,-2,0.6,-10,14,0.4,-15,1,6,False,1,True,5
i705-p568,6,1.0,6,17,0.1,13,3,2,False,0,False,1
i706-p568,6,1.0,6,17,0.1,13,3,2,False,0,True,3
i707-p569,13,1.0,13,26,0.75,-11,2,6,False,0,True,2
i708-p570,27,1.0,27,26,0.1,15,3,2,False,0,True,4
i709-p571,5,0.8,-5,74,0.4,-38,3,3,False,0,True,4
i710-p572,24,0.2,0,112,0.1,-4,1,8,False,0,True,2
i711-p573,30,1.0,30,38,0.8,-5,0,1,False,0,False,1
i712-p573,30,1.0,30,38,0.8,-5,0,1,False,0,True,5
i713-p574,28,0.5,18,21,0.95,12,0,1,False,0,True,4
i714-p575,28,1.0,28,51,0.6,10,2,4,False,0,True,5
i715-p576,2,0.95,1,42,0.4,-29,1,6,False,0,True,5
i716-p577,30,1.0,30,30,0.4,21,0,1,True,0,False,1
i717-p577,30,1.0,30,30,0.4,21,0,1,True,0,True,3
i718-p578,28,1.0,28,32,0.9,28,0,1,False,0,True,2
i719-p579,-4,1.0,-4,69,0.25,-37,1,4,True,0,True,4
i720-p580,22,1.0,22,32,0.8,-24,0,1,False,0,True,2
i721-p581,-3,1.0,-3,-5,0.99,-16,3,3,True,0,True,2
i722-p582,25,1.0,25,45,0.5,1,0,1,False,0,True,3
i723-p583,14,1.0,14,14,0.2,13,0,1,False,0,False,1
i724-p583,14,1.0,14,14,0.2,13,0,1,False,0,True,5
i725-p584,-2,1.0,-2,34,0.1,-16,0,1,False,0,False,1
i726-p584,-2,1.0,-2,34,0.1,-16,0,1,False,0,True,2
i727-p585,49,0.4,-18,63,0.4,-17,0,1,False,0,True,4
i728-p586,-8,1.0,-8,8,0.8,-26,2,7,False,0,False,1
i729-p587,2,1.0,2,66,0.2,-7,1,6,False,0,False,1
i730-p587,2,1.0,2,66,0.2,-7,1,6,False,0,True,4
i731-p588,8,0.95,-1,4,0.8,2,1,6,False,-1,True,2
i732-p589,-5,1.0,-5,25,0.2,-17,3,5,True,0,True,3
i733-p590,23,0.95,23,28,0.1,22,3,6,False,0,True,4
i734-p591,79,0.2,-4,23,0.25,9,1,2,False,0,True,3
i735-p592,34,0.2,-6,2,1.0,2,0,1,False,0,True,2
i736-p593,39,0.5,-3,9,0.95,-11,1,4,False,0,False,1
i737-p593,39,0.5,-3,9,0.95,-11,1,4,False,0,True,2
i738-p594,24,1.0,24,39,0.5,16,0,1,False,0,True,2
i739-p595,18,1.0,18,21,0.75,9,0,1,False,0,True,4
i740-p596,-1,1.0,-1,52,0.25,-18,0,1,False,0,True,4
i741-p597,28,1.0,28,86,0.2,1,0,1,False,0,False,1
i742-p597,28,1.0,28,86,0.2,1,0,1,False,0,True,3
i743-p598,6,1.0,6,15,0.05,9,0,1,False,0,False,1
i744-p598,6,1.0,6,15,0.05,9,0,1,False,0,True,5
i745-p599,-6,1.0,-6,17,0.5,-33,1,4,False,0,True,2
i746-p600,5,1.0,5,1,0.9,-10,0,1,False,0,True,5
i747-p601,15,1.0,15,19,0.75,16,0,1,True,0,True,4
i748-p602,10,0.9,9,8,0.75,-8,0,1,False,0,True,3
i749-p603,1,1.0,1,13,0.4,-9,0,1,True,0,True,2
i750-p604,101,0.4,-24,34,0.6,15,0,1,False,0,True,4
i751-p605,0,1.0,0,25,0.6,-24,0,1,False,0,False,1
i752-p606,9,1.0,9,56,0.1,8,2,4,False,0,True,4
i753-p607,16,1.0,16,48,0.4,1,2,6,False,0,True,2
i754-p608,70,0.1,10,15,0.75,13,1,2,False,0,False,1
i755-p609,43,0.1,26,54,0.2,6,0,1,False,1,True,5
i756-p610,33,0.2,-12,0,0.95,-15,0,1,False,0,True,3
i757-p611,23,1.0,23,39,0.5,6,0,1,False,0,False,1
i758-p612,4,1.0,4,41,0.2,-6,1,8,False,0,True,5
i759-p613,9,1.0,9,31,0.5,-3,0,1,False,0,True,3
i760-p614,9,0.95,-46,94,0.25,-7,0,1,False,0,True,4
i761-p615,27,1.0,27,29,0.8,0,3,3,False,0,True,3
i762-p616,9,1.0,9,64,0.2,-5,3,4,False,0,False,1
i763-p617,22,0.75,-2,16,1.0,16,0,1,False,0,True,3
i764-p618,16,1.0,16,34,0.2,20,1,2,True,0,True,4
i765-p619,30,1.0,30,77,0.4,1,0,1,False,0,False,1
i766-p620,61,0.5,-23,32,0.05,19,2,3,False,0,True,3
i767-p621,21,1.0,21,21,1.0,21,2,5,False,0,False,1
i768-p622,0,1.0,0,18,0.95,-30,2,5,False,0,True,2
i769-p623,-4,1.0,-4,20,0.5,-20,3,4,False,0,False,1
i770-p624,39,0.6,17,69,0.01,31,0,1,True,0,True,5
i771-p625,16,1.0,16,40,0.2,4,1,4,True,0,True,5
i772-p626,17,1.0,17,22,0.8,9,0,1,True,0,True,4
i773-p627,3,1.0,3,39,0.1,1,0,1,True,0,True,3
i774-p628,2,1.0,2,10,0.1,-8,1,6,False,0,True,2
i775-p629,-1,0.4,-14,31,0.5,-41,0,1,True,0,True,4
i776-p630,55,0.5,-15,36,0.25,17,1,2,False,0,False,1
i777-p631,29,1.0,29,117,0.25,11,1,4,False,0,True,3
i778-p632,43,0.4,20,57,0.1,16,1,6,True,0,True,3
i779-p633,24,1.0,24,33,0.6,7,0,1,False,0,True,4
i780-p634,15,0.05,2,80,0.05,5,0,1,False,0,False,1
i781-p635,62,0.25,-5,13,0.25,9,0,1,False,0,False,1
i782-p636,18,1.0,18,53,0.4,-12,2,5,True,0,True,3
i783-p637,11,1.0,11,26,0.1,4,0,1,False,0,True,3
i784-p638,4,1.0,4,82,0.25,-13,3,2,True,0,True,3
i785-p639,47,0.6,-1,46,0.05,38,0,1,False,0,False,1
i786-p640,1,1.0,1,4,0.01,-1,1,6,False,0,True,3
i787-p641,-7,1.0,-7,28,0.2,-26,0,1,False,0,True,5
i788-p642,15,1.0,15,14,0.75,-16,0,1,True,0,False,1
i789-p643,3,1.0,3,57,0.25,-7,1,2,False,0,True,4
